date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:13:38	60289/60289	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2020:01:58%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs65c45.css	(from https://sleddingtech.com/)
15:13:39	38599/38599	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20May%202023%2019:10:37%20GMT	https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=3.3.3	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/general.min6765.css	(from https://sleddingtech.com/)
15:13:40	18821/18821	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20May%202023%2019:10:37%20GMT	https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/style.min.css?ver=3.3.3	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/style.min6765.css	(from https://sleddingtech.com/)
15:13:41	12229/12229	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/css/bootstrap.css?ver=4.0	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/css/bootstrapf9b8.css	(from https://sleddingtech.com/)
15:13:42	57130/57130	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/css/font-awesome.minae48.css	(from https://sleddingtech.com/)
15:13:43	3809/3809	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/css/flaticon.css?ver=6.2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/css/flaticonae48.css	(from https://sleddingtech.com/)
15:13:44	1794/1794	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/css/slick.css?ver=6.2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/css/slickae48.css	(from https://sleddingtech.com/)
15:13:45	2481/2481	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/css/slick-theme.css?ver=6.2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/css/slick-themeae48.css	(from https://sleddingtech.com/)
15:13:46	6367/6367	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/css/magnific-popup.css?ver=6.2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/css/magnific-popupae48.css	(from https://sleddingtech.com/)
15:13:47	140626/140626	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/style.css?ver=6.2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/styleae48.css	(from https://sleddingtech.com/)
15:13:48	2310/2310	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/inc/backend/css/simple-likes-public.css?ver=6.2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/inc/backend/css/simple-likes-publicae48.css	(from https://sleddingtech.com/)
15:13:49	19279/19279	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2001:35:28%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://sleddingtech.com/)
15:13:50	13805/13805	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2001:35:41%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.7.1	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/css/frontend-legacy.minf43b.css	(from https://sleddingtech.com/)
15:13:51	165662/165662	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2001:35:40%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.7.1	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/css/frontend.minf43b.css	(from https://sleddingtech.com/)
15:13:52	1120/1120	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Oct%202022%2001:12:16%20GMT	https://sleddingtech.com/wp-content/uploads/elementor/css/post-2896.css?ver=1667005936	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/elementor/css/post-2896dddc.css	(from https://sleddingtech.com/)
15:13:53	9475/9475	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Oct%202022%2001:12:17%20GMT	https://sleddingtech.com/wp-content/uploads/elementor/css/global.css?ver=1667005937	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/elementor/css/global101a.css	(from https://sleddingtech.com/)
15:13:54	18691/18691	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202023%2005:06:59%20GMT	https://sleddingtech.com/wp-content/uploads/elementor/css/post-2274.css?ver=1682312819	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/elementor/css/post-227430c4.css	(from https://sleddingtech.com/)
15:13:55	57912/57912	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2001:35:24%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://sleddingtech.com/)
15:13:56	675/675	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2001:35:24%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://sleddingtech.com/)
15:13:57	89815/89815	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Mar%202023%2012:32:24%20GMT	https://sleddingtech.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.3	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-includes/js/jquery/jquery.mina767.js	(from https://sleddingtech.com/)
15:13:58	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Mar%202023%2012:32:24%20GMT	https://sleddingtech.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://sleddingtech.com/)
15:14:00	121722/121722	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Jan%202021%2020:01:58%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.3.3	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/js/rbtools.min5c45.js	(from https://sleddingtech.com/)
15:14:01	1354/1354	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/inc/backend/js/simple-likes-public.js?ver=0.5	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/inc/backend/js/simple-likes-public6a79.js	(from https://sleddingtech.com/)
15:14:02	334809/334809	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Jan%202021%2020:01:58%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.3.3	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/js/rs6.min5c45.js	(from https://sleddingtech.com/)
15:14:03	63510/63510	---MCZ	200	added ('OK')	application/json	date:Tue,%2009%20May%202023%2009:44:02%20GMT	https://sleddingtech.com/wp-json/wp/v2/pages/2274	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-json/wp/v2/pages/2274.json	(from https://sleddingtech.com/)
15:14:03	187360/187360	---MCZ	200	added ('OK')	application/json	date:Tue,%2009%20May%202023%2009:44:03%20GMT	https://sleddingtech.com/wp-json/	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-json/index.html	(from https://sleddingtech.com/)
15:14:03	1229/1229	---M--	403	error ('Forbidden')	text/html	date:Tue,%2009%20May%202023%2009:44:03%20GMT	https://sleddingtech.com/xmlrpc.php?rsd	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/xmlrpc.1f0db0.delayed	(from https://sleddingtech.com/)
15:14:04	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://sleddingtech.com/wp-includes/wlwmanifest.xml	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-includes/wlwmanifest.xml	(from https://sleddingtech.com/)
15:14:05	2333/2333	---M-Z	200	added ('OK')	application/json	date:Tue,%2009%20May%202023%2009:44:05%20GMT	https://sleddingtech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsleddingtech.com%2F	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-json/oembed/1.0/embed333d.json	(from https://sleddingtech.com/)
15:14:06	2405/2405	---M-Z	200	added ('OK')	text/xml	date:Tue,%2009%20May%202023%2009:44:06%20GMT	https://sleddingtech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsleddingtech.com%2F&format=xml	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-json/oembed/1.0/embedc551	(from https://sleddingtech.com/)
15:14:07	1390/1390	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jan%202021%2010:45:28%20GMT	https://sleddingtech.com/wp-content/uploads/2021/01/cropped-fevicon-32x32.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2021/01/cropped-fevicon-32x32.png	(from https://sleddingtech.com/)
15:14:08	19407/19407	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jan%202021%2010:45:28%20GMT	https://sleddingtech.com/wp-content/uploads/2021/01/cropped-fevicon-192x192.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2021/01/cropped-fevicon-192x192.png	(from https://sleddingtech.com/)
15:14:09	17843/17843	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jan%202021%2010:45:28%20GMT	https://sleddingtech.com/wp-content/uploads/2021/01/cropped-fevicon-180x180.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2021/01/cropped-fevicon-180x180.png	(from https://sleddingtech.com/)
15:14:10	13468/13468	---M--	200	added ('OK')	font/woff	date:Tue,%2002%20Aug%202022%2002:33:13%20GMT	https://sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu72xMKTU1Kvnz.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu72xMKTU1Kvnz.woff	(from https://sleddingtech.com/)
15:14:11	8392/8392	---M--	200	added ('OK')	font/woff	date:Tue,%2002%20Aug%202022%2002:33:13%20GMT	https://sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxMKTU1Kvnz.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxMKTU1Kvnz.woff	(from https://sleddingtech.com/)
15:14:12	1248/1248	---M--	200	added ('OK')	font/woff	date:Tue,%2002%20Aug%202022%2002:33:13%20GMT	https://sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxMKTU1Kvnz.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxMKTU1Kvnz.woff	(from https://sleddingtech.com/)
15:14:13	6348/6348	---M--	200	added ('OK')	font/woff	date:Tue,%2002%20Aug%202022%2002:33:13%20GMT	https://sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxMKTU1Kvnz.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxMKTU1Kvnz.woff	(from https://sleddingtech.com/)
15:14:14	4752/4752	---M--	200	added ('OK')	font/woff	date:Tue,%2002%20Aug%202022%2002:33:13%20GMT	https://sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxMKTU1Kvnz.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxMKTU1Kvnz.woff	(from https://sleddingtech.com/)
15:14:15	10208/10208	---M--	200	added ('OK')	font/woff	date:Tue,%2002%20Aug%202022%2002:33:13%20GMT	https://sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxMKTU1Kvnz.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxMKTU1Kvnz.woff	(from https://sleddingtech.com/)
15:14:16	14384/14384	---M--	200	added ('OK')	font/woff	date:Tue,%2002%20Aug%202022%2002:33:13%20GMT	https://sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxMKTU1Kg.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxMKTU1Kg.woff	(from https://sleddingtech.com/)
15:14:20	50813/50813	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jan%202021%2020:15:04%20GMT	http://sleddingtech.com/wp-content/uploads/2020/09/Logo_2-removebg-preview.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2020/09/Logo_2-removebg-preview.png	(from https://sleddingtech.com/)
15:14:21	84624/84624	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:06%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project11.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project11.jpg	(from https://sleddingtech.com/)
15:14:22	137553/137553	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20May%202023%2009:44:21%20GMT	https://sleddingtech.com/services/	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/services/index.html	(from https://sleddingtech.com/)
15:14:22	109975/109975	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20May%202023%2009:44:21%20GMT	https://sleddingtech.com/gallery/	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/gallery/index.html	(from https://sleddingtech.com/)
15:14:23	116955/116955	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20May%202023%2009:44:22%20GMT	https://sleddingtech.com/current-opening/	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/current-opening/index.html	(from https://sleddingtech.com/)
15:14:23	127337/127337	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20May%202023%2009:44:22%20GMT	https://sleddingtech.com/about-us/	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/about-us/index.html	(from https://sleddingtech.com/)
15:14:24	89030/89030	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:08:53%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project11-720x720.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project11-720x720.jpg	(from https://sleddingtech.com/)
15:14:26	113351/113351	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20May%202023%2009:44:24%20GMT	https://sleddingtech.com/contact-us/	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/contact-us/index.html	(from https://sleddingtech.com/)
15:14:26	115629/115629	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:06%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project10.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project10.jpg	(from https://sleddingtech.com/)
15:14:26	104858/104858	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:08:54%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project10-720x720.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project10-720x720.jpg	(from https://sleddingtech.com/)
15:14:27	146109/146109	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:30%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project4.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project4.jpg	(from https://sleddingtech.com/)
15:14:28	133321/133321	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:06:49%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project4-720x720.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project4-720x720.jpg	(from https://sleddingtech.com/)
15:14:29	60471/60471	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:05%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project6.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project6.jpg	(from https://sleddingtech.com/)
15:14:29	61243/61243	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:09:00%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project6-720x720.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project6-720x720.jpg	(from https://sleddingtech.com/)
15:14:31	41654/41654	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:04%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project2.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project2.jpg	(from https://sleddingtech.com/)
15:14:31	45688/45688	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:09:02%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project2-720x720.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project2-720x720.jpg	(from https://sleddingtech.com/)
15:14:33	103385/103385	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:29%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project1.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project1.jpg	(from https://sleddingtech.com/)
15:14:34	100372/100372	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:06:53%20GMT	https://sleddingtech.com/wp-content/uploads/2019/11/project1-720x720.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2019/11/project1-720x720.jpg	(from https://sleddingtech.com/)
15:14:41	5362/5362	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Jan%202021%2011:36:16%20GMT	https://sleddingtech.com/wp-content/uploads/2021/01/1000px-IBM_logo.svg.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2021/01/1000px-IBM_logo.svg.png	(from https://sleddingtech.com/)
15:14:51	30870/30870	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Jan%202021%2011:36:21%20GMT	https://sleddingtech.com/wp-content/uploads/2021/01/1024px-Cisco_logo.svg.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2021/01/1024px-Cisco_logo.svg.png	(from https://sleddingtech.com/)
15:14:57	139147/139147	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:58%20GMT	http://sleddingtech.com/wp-content/uploads/revslider/home-1/slide1-home1.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/revslider/home-1/slide1-home1.jpg	(from https://sleddingtech.com/)
15:14:58	9179/9179	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Jan%202021%2011:36:25%20GMT	https://sleddingtech.com/wp-content/uploads/2021/01/Logo-True-Colors.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2021/01/Logo-True-Colors.png	(from https://sleddingtech.com/)
15:14:58	131739/131739	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:58%20GMT	http://sleddingtech.com/wp-content/uploads/revslider/home-1/slide2-home1.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/revslider/home-1/slide2-home1.jpg	(from https://sleddingtech.com/)
15:15:00	136596/136596	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jan%202021%2020:04:58%20GMT	http://sleddingtech.com/wp-content/uploads/revslider/home-1/slide3-home1.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/revslider/home-1/slide3-home1.jpg	(from https://sleddingtech.com/)
15:15:00	82215/82215	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Jan%202021%2011:36:50%20GMT	https://sleddingtech.com/wp-content/uploads/2021/01/tata-consultancy-services-logo-png-transparent.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2021/01/tata-consultancy-services-logo-png-transparent.png	(from https://sleddingtech.com/)
